order_id,customer_id,customer_name,segment,category,sub_category,region,market,ship_mode,order_priority,quantity,sales,profit,discount,order_date,state
CA-2016-100347,IM-15070,Irene Maddox,Corporate,Office Supplies,Envelopes,Central,LATAM,First Class,Critical,6,971.10,60.00,0.20,2015-09-12,Pennsylvania
CA-2016-100348,IM-15070,Irene Maddox,Consumer,Furniture,Bookcases,East,EU,Same Day,Low,3,1095.75,231.51,0.20,2015-12-19,New York
CA-2014-100349,SO-20335,Sean O'Donnell,Corporate,Office Supplies,Supplies,East,US,Same Day,High,1,18.05,-2.88,0.30,2014-03-27,Washington
CA-2014-100350,PK-19075,Pete Kriz,Consumer,Technology,Machines,Central,APAC,Same Day,Critical,8,2520.88,106.84,0.10,2014-06-24,Virginia
CA-2015-100351,AG-10270,Alejandro Grove,Home Office,Technology,Phones,South,APAC,First Class,Critical,3,1454.76,-778.19,0.45,2015-09-04,Virginia
CA-2014-100352,PK-19075,Pete Kriz,Home Office,Furniture,Tables,East,APAC,First Class,Critical,5,930.30,-277.96,0.20,2014-01-11,Virginia
CA-2015-100353,CG-12520,Claire Gute,Home Office,Technology,Phones,East,US,First Class,Medium,13,3134.95,933.64,0.00,2016-03-28,Pennsylvania
CA-2015-100354,SN-20710,Stephanie Phelps,Consumer,Office Supplies,Paper,South,EU,First Class,High,4,343.28,13.21,0.30,2014-08-14,Virginia
CA-2015-100355,AG-10270,Alejandro Grove,Home Office,Office Supplies,Envelopes,South,APAC,Same Day,Medium,14,544.46,-60.85,0.10,2015-10-15,Illinois
CA-2016-100356,CG-12520,Claire Gute,Corporate,Furniture,Bookcases,West,EU,Standard Class,Medium,9,143.55,-2.39,0.00,2014-05-09,California
CA-2016-100357,MA-17560,Matt Abelman,Consumer,Furniture,Furnishings,Central,US,Second Class,Low,7,1114.61,165.72,0.30,2015-04-20,Florida
CA-2014-100358,EB-13870,Emily Burns,Consumer,Furniture,Tables,East,LATAM,Same Day,Medium,3,300.42,39.42,0.20,2016-04-28,California
CA-2015-100359,HP-14815,Harold Pawlan,Corporate,Office Supplies,Art,East,US,Standard Class,High,9,3012.03,22.10,0.10,2015-11-29,Ohio
CA-2016-100360,CV-12805,Cynthia Voltz,Corporate,Office Supplies,Envelopes,Central,US,Second Class,High,6,2665.92,886.76,0.10,2014-08-30,North Carolina
CA-2016-100361,BH-11710,Brosina Hoffman,Home Office,Office Supplies,Envelopes,East,APAC,Standard Class,Medium,1,484.57,-68.20,0.45,2015-05-02,Texas
CA-2016-100362,MA-17560,Matt Abelman,Home Office,Furniture,Furnishings,West,EU,Same Day,Medium,13,4087.72,127.07,0.00,2014-06-07,Illinois
CA-2015-100363,SN-20710,Stephanie Phelps,Home Office,Technology,Machines,East,APAC,Standard Class,Critical,13,5803.72,-1660.56,0.10,2015-01-22,Ohio
CA-2015-100364,SN-20710,Stephanie Phelps,Home Office,Office Supplies,Supplies,South,APAC,Second Class,Low,12,2971.20,-1570.85,0.45,2014-12-23,Virginia
CA-2016-100365,AA-10315,Alex Avila,Home Office,Office Supplies,Fasteners,South,EU,Standard Class,High,14,1895.04,-198.69,0.20,2016-03-05,North Carolina
CA-2015-100366,PK-19075,Pete Kriz,Home Office,Office Supplies,Art,East,APAC,First Class,Critical,11,5321.25,-2003.90,0.30,2015-12-01,Illinois
CA-2014-100367,BH-11710,Brosina Hoffman,Consumer,Furniture,Bookcases,South,EU,Standard Class,Low,1,418.42,-76.94,0.10,2014-02-02,North Carolina
CA-2014-100368,CV-12805,Cynthia Voltz,Home Office,Office Supplies,Storage,West,US,Second Class,Critical,9,2824.83,-1366.20,0.45,2015-01-11,New York
CA-2016-100369,TB-21520,Tracy Blumstein,Consumer,Technology,Accessories,Central,US,Standard Class,High,6,1687.32,57.90,0.30,2016-03-24,New York
CA-2016-100370,HP-14815,Harold Pawlan,Home Office,Technology,Accessories,East,EU,Same Day,Low,2,727.92,-290.83,0.45,2014-07-17,North Carolina
CA-2016-100371,SF-20065,Sandra Flanagan,Corporate,Technology,Phones,Central,EU,Same Day,High,12,4011.48,-367.35,0.00,2014-07-04,Illinois
CA-2016-100372,SN-20710,Stephanie Phelps,Consumer,Office Supplies,Labels,East,LATAM,First Class,High,7,2682.89,99.27,0.30,2014-11-28,Ohio
CA-2014-100373,TB-21520,Tracy Blumstein,Corporate,Office Supplies,Appliances,West,APAC,Second Class,Medium,12,265.92,-3.39,0.20,2015-06-15,Illinois
CA-2014-100374,CG-12520,Claire Gute,Consumer,Technology,Machines,South,APAC,Second Class,Medium,9,2322.72,-111.84,0.45,2014-06-08,Florida
CA-2016-100375,SF-20065,Sandra Flanagan,Consumer,Technology,Copiers,West,APAC,Same Day,Medium,4,527.36,-179.44,0.20,2015-02-14,Ohio
CA-2014-100376,LC-16885,Lena Creighton,Corporate,Furniture,Furnishings,Central,LATAM,Same Day,Low,1,366.74,-147.43,0.45,2016-03-09,Washington
CA-2014-100377,CV-12805,Cynthia Voltz,Corporate,Technology,Accessories,East,APAC,Second Class,Medium,11,4288.02,-1993.14,0.30,2015-06-21,California
CA-2014-100378,EB-13870,Emily Burns,Corporate,Office Supplies,Supplies,West,LATAM,Standard Class,Critical,2,229.86,25.55,0.20,2014-06-01,Florida
CA-2016-100379,SO-20335,Sean O'Donnell,Consumer,Office Supplies,Supplies,South,LATAM,Second Class,Medium,7,2716.28,530.55,0.10,2015-05-08,Washington
CA-2015-100380,SO-20335,Sean O'Donnell,Corporate,Office Supplies,Paper,Central,APAC,Second Class,High,6,2063.70,-1221.22,0.45,2015-11-19,Illinois
CA-2015-100381,RA-19885,Ruben Ausman,Home Office,Technology,Accessories,East,LATAM,Standard Class,Medium,13,2026.57,1.10,0.20,2016-04-02,Washington
CA-2014-100382,SF-20065,Sandra Flanagan,Corporate,Furniture,Bookcases,West,APAC,Standard Class,High,2,742.18,235.13,0.10,2016-08-06,Ohio
CA-2015-100383,MA-17560,Matt Abelman,Home Office,Furniture,Furnishings,South,EU,Standard Class,Critical,4,1485.24,-248.82,0.10,2015-06-20,North Carolina
CA-2015-100384,GH-14410,Gary Hansen,Consumer,Furniture,Furnishings,South,US,Standard Class,Critical,3,104.25,22.20,0.10,2015-09-25,Florida
CA-2016-100385,SF-20065,Sandra Flanagan,Home Office,Furniture,Bookcases,West,APAC,Same Day,Low,5,2171.85,-759.58,0.30,2015-01-25,Texas
CA-2016-100386,HP-14815,Harold Pawlan,Corporate,Technology,Phones,Central,LATAM,Same Day,Medium,9,4171.86,-726.58,0.00,2016-08-02,California
CA-2015-100387,SF-20065,Sandra Flanagan,Consumer,Technology,Machines,Central,LATAM,Standard Class,High,6,1886.94,655.52,0.10,2015-05-29,Washington
CA-2016-100388,AA-10315,Alex Avila,Home Office,Office Supplies,Paper,East,LATAM,Second Class,Medium,11,802.34,-129.60,0.30,2015-11-26,Pennsylvania
CA-2016-100389,ZD-21925,Zuschuss Donatelli,Home Office,Technology,Machines,East,EU,First Class,Medium,8,2187.28,271.46,0.10,2015-08-18,Pennsylvania
CA-2014-100390,AA-10315,Alex Avila,Corporate,Technology,Copiers,East,US,First Class,Critical,6,231.42,-7.73,0.45,2014-05-02,Pennsylvania
CA-2016-100391,ZD-21925,Zuschuss Donatelli,Home Office,Office Supplies,Fasteners,Central,EU,Second Class,Medium,3,1171.98,-134.19,0.00,2014-01-27,California
CA-2015-100392,SF-20065,Sandra Flanagan,Consumer,Furniture,Tables,South,LATAM,Same Day,Medium,3,760.95,-262.76,0.45,2015-10-28,Texas
CA-2015-100393,HP-14815,Harold Pawlan,Consumer,Furniture,Bookcases,East,EU,Standard Class,Medium,7,2684.15,1077.77,0.00,2016-08-31,Ohio
CA-2014-100394,RA-19885,Ruben Ausman,Home Office,Office Supplies,Labels,South,APAC,Same Day,Low,14,3240.72,-71.58,0.10,2016-03-05,Virginia
CA-2016-100395,BH-11710,Brosina Hoffman,Consumer,Office Supplies,Storage,South,US,Second Class,High,14,6152.86,228.62,0.10,2015-02-10,Ohio
CA-2016-100396,EB-13870,Emily Burns,Home Office,Office Supplies,Fasteners,East,LATAM,Same Day,Low,8,699.28,-1.02,0.20,2014-02-25,Virginia
CA-2016-100397,BH-11710,Brosina Hoffman,Home Office,Furniture,Chairs,East,LATAM,Standard Class,High,7,1467.97,-710.21,0.30,2015-04-10,Illinois
CA-2016-100398,CV-12805,Cynthia Voltz,Corporate,Technology,Copiers,West,LATAM,Second Class,Critical,12,4415.52,-555.44,0.00,2015-04-06,Virginia
CA-2014-100399,EB-13870,Emily Burns,Home Office,Furniture,Chairs,West,LATAM,First Class,High,6,1709.52,-332.71,0.10,2014-05-29,Ohio
CA-2015-100400,ZD-21925,Zuschuss Donatelli,Consumer,Technology,Copiers,South,LATAM,Same Day,Low,2,899.56,-267.80,0.10,2016-02-23,North Carolina
CA-2016-100401,MA-17560,Matt Abelman,Home Office,Furniture,Chairs,West,EU,First Class,Medium,10,3314.40,-773.59,0.30,2014-03-23,California
CA-2016-100402,IM-15070,Irene Maddox,Home Office,Furniture,Bookcases,Central,APAC,Standard Class,Low,11,1955.36,498.60,0.10,2015-11-15,New York
CA-2014-100403,EH-13945,Eric Hoffmann,Corporate,Furniture,Chairs,Central,US,Standard Class,High,11,1603.47,-445.79,0.45,2015-07-30,Illinois
CA-2014-100404,SF-20065,Sandra Flanagan,Consumer,Office Supplies,Art,Central,APAC,Same Day,Medium,13,2814.89,-1710.89,0.45,2015-04-28,Washington
CA-2016-100405,RA-19885,Ruben Ausman,Home Office,Furniture,Bookcases,Central,LATAM,First Class,High,10,3662.20,-30.50,0.45,2015-05-11,Virginia
CA-2015-100406,LC-16885,Lena Creighton,Corporate,Technology,Machines,East,EU,First Class,Medium,3,927.21,-150.39,0.30,2015-10-10,California
CA-2015-100407,BH-11710,Brosina Hoffman,Consumer,Furniture,Tables,Central,APAC,Second Class,Low,11,4393.18,965.26,0.10,2015-03-01,Washington
CA-2014-100408,ZD-21925,Zuschuss Donatelli,Home Office,Office Supplies,Art,Central,APAC,Same Day,Low,5,768.20,-337.59,0.45,2014-01-07,Texas
CA-2014-100409,HP-14815,Harold Pawlan,Corporate,Office Supplies,Labels,East,LATAM,First Class,Critical,11,2663.76,48.52,0.30,2015-10-24,Pennsylvania
CA-2014-100410,DV-13045,Darrin Van Huff,Home Office,Technology,Machines,Central,APAC,Standard Class,Medium,10,3638.60,-142.40,0.20,2014-01-20,Florida
CA-2014-100411,CG-12520,Claire Gute,Home Office,Office Supplies,Paper,West,APAC,First Class,Low,11,2964.17,210.87,0.10,2015-02-03,Florida
CA-2014-100412,EH-13945,Eric Hoffmann,Consumer,Furniture,Tables,Central,US,Second Class,Low,4,755.72,-196.12,0.20,2014-11-06,Ohio
CA-2016-100413,GH-14410,Gary Hansen,Corporate,Furniture,Tables,Central,EU,Standard Class,Medium,9,731.43,146.55,0.20,2016-01-21,Washington
CA-2014-100414,DV-13045,Darrin Van Huff,Home Office,Office Supplies,Paper,West,APAC,Same Day,Low,12,5196.96,-1025.51,0.00,2016-08-12,New York
CA-2015-100415,GH-14410,Gary Hansen,Consumer,Technology,Machines,East,APAC,First Class,High,1,290.89,4.44,0.20,2014-08-03,Ohio
CA-2016-100416,BH-11710,Brosina Hoffman,Consumer,Office Supplies,Binders,East,APAC,First Class,High,3,421.35,178.19,0.00,2015-07-28,Texas
CA-2015-100417,ZD-21925,Zuschuss Donatelli,Consumer,Technology,Copiers,East,US,Same Day,Low,3,120.81,-8.46,0.45,2015-07-08,New York
CA-2016-100418,EB-13870,Emily Burns,Home Office,Furniture,Bookcases,South,APAC,First Class,High,7,1393.00,-98.44,0.45,2015-10-07,Washington
CA-2016-100419,SN-20710,Stephanie Phelps,Home Office,Furniture,Tables,South,LATAM,Second Class,Medium,10,702.40,-306.79,0.30,2014-11-14,Texas
CA-2015-100420,RA-19885,Ruben Ausman,Corporate,Office Supplies,Labels,South,US,Standard Class,Critical,7,670.32,75.55,0.20,2016-06-22,New York
CA-2016-100421,SF-20065,Sandra Flanagan,Consumer,Office Supplies,Storage,South,US,First Class,Low,14,1253.70,-8.92,0.20,2014-05-11,Florida
CA-2015-100422,SN-20710,Stephanie Phelps,Corporate,Office Supplies,Paper,West,APAC,Second Class,Critical,10,2096.50,-1030.64,0.45,2014-06-12,Pennsylvania
CA-2016-100423,LC-16885,Lena Creighton,Corporate,Office Supplies,Supplies,West,LATAM,First Class,Low,12,1462.80,410.44,0.00,2015-12-30,Ohio
CA-2015-100424,IM-15070,Irene Maddox,Corporate,Office Supplies,Paper,West,US,Second Class,Medium,2,602.28,-89.51,0.45,2015-01-24,North Carolina
CA-2016-100425,CV-12805,Cynthia Voltz,Corporate,Furniture,Chairs,East,EU,First Class,High,11,867.46,-399.49,0.45,2015-09-23,North Carolina
CA-2014-100426,ZD-21925,Zuschuss Donatelli,Corporate,Office Supplies,Labels,West,APAC,Standard Class,Low,2,586.90,-5.18,0.45,2015-02-18,Virginia
CA-2016-100427,SF-20065,Sandra Flanagan,Corporate,Furniture,Furnishings,South,LATAM,Same Day,Critical,14,286.16,-12.46,0.30,2015-02-08,Virginia
CA-2015-100428,HP-14815,Harold Pawlan,Corporate,Technology,Copiers,East,APAC,Second Class,Medium,8,590.72,-236.30,0.45,2016-08-04,California
CA-2014-100429,SO-20335,Sean O'Donnell,Consumer,Technology,Accessories,East,LATAM,Same Day,Critical,3,1086.18,-78.58,0.30,2016-09-25,North Carolina
CA-2014-100430,IM-15070,Irene Maddox,Corporate,Office Supplies,Supplies,West,LATAM,Second Class,High,7,1947.82,-486.83,0.30,2014-08-20,Pennsylvania
CA-2014-100431,SN-20710,Stephanie Phelps,Home Office,Technology,Machines,South,US,Second Class,High,1,489.23,-164.32,0.45,2015-01-13,Ohio
CA-2016-100432,GH-14410,Gary Hansen,Corporate,Furniture,Bookcases,West,APAC,Standard Class,Critical,4,955.44,233.75,0.00,2015-07-07,Ohio
CA-2016-100433,GH-14410,Gary Hansen,Home Office,Office Supplies,Labels,Central,APAC,Standard Class,Critical,7,1257.83,-266.68,0.20,2014-02-06,North Carolina
CA-2014-100434,IM-15070,Irene Maddox,Consumer,Technology,Accessories,West,APAC,First Class,Medium,11,5447.53,-3444.23,0.45,2015-05-12,North Carolina
CA-2016-100435,AG-10270,Alejandro Grove,Consumer,Office Supplies,Fasteners,South,APAC,Second Class,High,1,372.01,-199.58,0.45,2015-08-29,Washington
CA-2014-100436,MA-17560,Matt Abelman,Corporate,Furniture,Bookcases,South,LATAM,Second Class,Critical,6,2952.72,257.19,0.10,2016-04-21,Texas
CA-2015-100437,HP-14815,Harold Pawlan,Corporate,Technology,Machines,Central,LATAM,Second Class,Critical,1,322.92,-53.56,0.00,2015-04-21,Pennsylvania
CA-2015-100438,MA-17560,Matt Abelman,Corporate,Office Supplies,Binders,Central,US,Standard Class,High,9,3922.11,-48.18,0.00,2016-03-27,Pennsylvania
CA-2015-100439,RA-19885,Ruben Ausman,Corporate,Technology,Machines,East,EU,First Class,Medium,6,832.86,-28.34,0.00,2015-08-22,Illinois
CA-2016-100440,SN-20710,Stephanie Phelps,Corporate,Furniture,Bookcases,Central,EU,First Class,High,14,540.96,-236.13,0.30,2014-04-17,Washington
CA-2014-100441,DV-13045,Darrin Van Huff,Home Office,Furniture,Bookcases,West,US,Second Class,Critical,1,469.56,149.23,0.10,2015-10-16,North Carolina
CA-2015-100442,IM-15070,Irene Maddox,Corporate,Furniture,Chairs,Central,APAC,Second Class,Low,5,754.05,162.28,0.00,2016-08-02,Florida
CA-2014-100443,DV-13045,Darrin Van Huff,Corporate,Office Supplies,Paper,West,LATAM,Second Class,Critical,6,2988.00,660.78,0.20,2014-09-29,Texas
CA-2014-100444,CV-12805,Cynthia Voltz,Corporate,Office Supplies,Art,Central,US,Standard Class,Low,3,817.83,-292.82,0.30,2015-10-21,New York
CA-2014-100445,LC-16885,Lena Creighton,Consumer,Technology,Machines,South,APAC,Second Class,High,13,2934.23,-1183.21,0.30,2015-10-18,Pennsylvania
CA-2015-100446,LC-16885,Lena Creighton,Home Office,Furniture,Tables,South,US,First Class,High,8,1766.80,266.93,0.00,2014-01-04,Florida
CA-2015-100447,EB-13870,Emily Burns,Home Office,Furniture,Bookcases,East,EU,Standard Class,Critical,6,1617.84,-562.53,0.20,2015-04-16,Washington
CA-2016-100448,ZD-21925,Zuschuss Donatelli,Corporate,Technology,Phones,East,EU,Standard Class,Medium,2,634.32,-53.14,0.20,2016-06-25,California
CA-2016-100449,LC-16885,Lena Creighton,Corporate,Furniture,Tables,West,US,First Class,Low,7,253.26,-58.70,0.45,2015-05-27,Illinois
CA-2016-100450,DV-13045,Darrin Van Huff,Consumer,Office Supplies,Art,East,US,Standard Class,Medium,4,1618.08,-569.66,0.45,2015-11-26,Ohio
CA-2014-100451,CV-12805,Cynthia Voltz,Corporate,Furniture,Tables,West,LATAM,Second Class,Low,10,276.70,-80.43,0.10,2015-10-10,New York
CA-2016-100452,BH-11710,Brosina Hoffman,Home Office,Office Supplies,Envelopes,South,APAC,Standard Class,Medium,2,806.40,-226.38,0.30,2016-05-05,Illinois
CA-2014-100453,HP-14815,Harold Pawlan,Home Office,Furniture,Chairs,Central,EU,Same Day,Medium,6,217.74,-67.11,0.20,2015-03-02,North Carolina
CA-2014-100454,DV-13045,Darrin Van Huff,Corporate,Furniture,Bookcases,West,US,Standard Class,Medium,13,5517.85,-2237.57,0.45,2014-06-11,New York
CA-2014-100455,CV-12805,Cynthia Voltz,Home Office,Technology,Machines,Central,LATAM,Same Day,Medium,7,2437.96,-121.82,0.30,2014-07-31,Texas
CA-2016-100456,RA-19885,Ruben Ausman,Corporate,Technology,Accessories,Central,LATAM,Standard Class,Medium,10,941.00,-96.14,0.30,2014-04-01,Washington
CA-2016-100457,BH-11710,Brosina Hoffman,Home Office,Technology,Accessories,East,APAC,Standard Class,Medium,10,1841.40,-589.43,0.45,2015-04-21,New York
CA-2015-100458,AA-10315,Alex Avila,Consumer,Technology,Phones,South,APAC,First Class,Critical,8,738.24,-121.72,0.00,2015-01-08,California
CA-2014-100459,BH-11710,Brosina Hoffman,Consumer,Technology,Accessories,South,APAC,Same Day,Medium,9,828.54,95.52,0.00,2014-04-29,Illinois
CA-2014-100460,PK-19075,Pete Kriz,Consumer,Furniture,Furnishings,South,LATAM,Standard Class,Critical,4,214.16,14.01,0.30,2015-01-20,Texas
CA-2016-100461,HP-14815,Harold Pawlan,Corporate,Technology,Phones,Central,EU,First Class,Medium,3,590.19,-1.46,0.10,2014-07-18,California
CA-2015-100462,LC-16885,Lena Creighton,Consumer,Furniture,Furnishings,Central,EU,Second Class,Medium,3,180.00,-36.35,0.30,2014-06-25,New York
CA-2015-100463,EH-13945,Eric Hoffmann,Consumer,Technology,Phones,South,EU,Second Class,High,14,6969.90,-2385.32,0.45,2015-04-19,Pennsylvania
CA-2015-100464,LC-16885,Lena Creighton,Home Office,Furniture,Chairs,West,LATAM,Same Day,Critical,10,4496.30,616.53,0.30,2014-02-11,New York
CA-2014-100465,TB-21520,Tracy Blumstein,Consumer,Office Supplies,Envelopes,Central,APAC,Second Class,Low,2,562.90,141.04,0.00,2015-02-21,California
CA-2015-100466,MA-17560,Matt Abelman,Corporate,Technology,Machines,East,LATAM,Second Class,High,3,1059.42,-174.02,0.45,2014-01-25,Ohio
CA-2015-100467,CV-12805,Cynthia Voltz,Corporate,Furniture,Bookcases,East,US,First Class,Low,7,3130.75,-171.88,0.20,2014-10-31,Virginia
CA-2014-100468,SF-20065,Sandra Flanagan,Home Office,Furniture,Bookcases,West,EU,Second Class,High,7,1301.79,-811.58,0.45,2015-01-11,Washington
CA-2014-100469,SN-20710,Stephanie Phelps,Home Office,Furniture,Tables,East,APAC,First Class,High,12,5638.56,-472.31,0.45,2015-12-21,Virginia
CA-2014-100470,EH-13945,Eric Hoffmann,Corporate,Office Supplies,Appliances,Central,LATAM,First Class,Low,2,379.08,-69.73,0.30,2015-06-24,Washington
CA-2014-100471,TB-21520,Tracy Blumstein,Consumer,Furniture,Bookcases,Central,US,Second Class,Critical,7,3146.36,701.22,0.20,2014-03-20,Texas
CA-2015-100472,HP-14815,Harold Pawlan,Corporate,Technology,Accessories,South,US,First Class,Medium,5,1055.95,-46.86,0.45,2015-05-01,New York
CA-2016-100473,CG-12520,Claire Gute,Home Office,Furniture,Furnishings,South,LATAM,First Class,Medium,7,2040.22,-171.39,0.20,2015-11-13,Florida
CA-2014-100474,IM-15070,Irene Maddox,Corporate,Office Supplies,Envelopes,Central,LATAM,Second Class,Medium,8,1512.72,151.78,0.20,2014-02-18,Virginia
CA-2014-100475,ZD-21925,Zuschuss Donatelli,Corporate,Furniture,Chairs,East,LATAM,First Class,High,14,4977.28,-971.49,0.10,2014-04-30,Texas
CA-2016-100476,HP-14815,Harold Pawlan,Consumer,Technology,Accessories,Central,US,Standard Class,Critical,11,1780.79,-541.07,0.20,2015-04-05,Ohio
CA-2016-100477,AA-10315,Alex Avila,Home Office,Office Supplies,Labels,Central,LATAM,First Class,Medium,3,21.39,-0.34,0.45,2014-12-06,North Carolina
CA-2014-100478,TB-21520,Tracy Blumstein,Corporate,Office Supplies,Art,West,LATAM,Second Class,Critical,12,2905.20,-317.76,0.00,2015-07-19,Illinois
CA-2015-100479,SO-20335,Sean O'Donnell,Consumer,Office Supplies,Appliances,West,US,Same Day,Low,10,3224.50,-992.56,0.45,2016-03-11,Virginia
CA-2016-100480,EB-13870,Emily Burns,Corporate,Furniture,Tables,South,EU,Same Day,High,6,1821.42,-67.01,0.45,2016-07-19,Pennsylvania
CA-2014-100481,SF-20065,Sandra Flanagan,Home Office,Furniture,Furnishings,South,LATAM,Same Day,High,6,1073.52,73.32,0.30,2014-03-31,Texas
CA-2015-100482,EH-13945,Eric Hoffmann,Corporate,Technology,Phones,Central,US,Same Day,Low,3,1255.74,-745.97,0.45,2014-08-01,California
CA-2014-100483,EH-13945,Eric Hoffmann,Consumer,Technology,Machines,East,LATAM,First Class,Critical,7,640.99,-24.58,0.30,2016-02-13,California
CA-2014-100484,ZD-21925,Zuschuss Donatelli,Consumer,Technology,Machines,Central,APAC,Same Day,Low,8,2254.72,-798.31,0.30,2016-03-21,Florida
CA-2015-100485,EH-13945,Eric Hoffmann,Consumer,Furniture,Tables,Central,LATAM,Same Day,High,12,3890.04,-476.22,0.00,2014-10-11,Ohio
CA-2014-100486,BH-11710,Brosina Hoffman,Corporate,Office Supplies,Supplies,South,EU,First Class,Medium,12,3477.12,-1022.79,0.20,2014-03-01,California
CA-2016-100487,AG-10270,Alejandro Grove,Home Office,Office Supplies,Paper,West,EU,Second Class,Low,11,5021.39,-1849.56,0.20,2014-10-26,North Carolina
CA-2016-100488,IM-15070,Irene Maddox,Corporate,Technology,Machines,West,APAC,Second Class,Low,14,2261.28,-505.51,0.20,2015-12-16,Texas
CA-2014-100489,GH-14410,Gary Hansen,Consumer,Office Supplies,Labels,East,EU,Second Class,Low,13,3185.39,632.59,0.20,2014-06-16,Pennsylvania
CA-2016-100490,TB-21520,Tracy Blumstein,Corporate,Furniture,Bookcases,East,LATAM,First Class,Medium,14,979.44,109.39,0.00,2014-11-16,Florida
CA-2014-100491,CG-12520,Claire Gute,Consumer,Technology,Accessories,East,US,Same Day,Low,4,274.84,40.46,0.10,2014-11-11,New York
CA-2016-100492,CG-12520,Claire Gute,Consumer,Office Supplies,Paper,South,US,First Class,Low,1,102.19,32.24,0.00,2015-06-10,New York
CA-2016-100493,ZD-21925,Zuschuss Donatelli,Consumer,Technology,Accessories,East,APAC,Standard Class,Low,13,686.01,273.08,0.00,2014-07-30,Texas
CA-2014-100494,AG-10270,Alejandro Grove,Home Office,Technology,Machines,West,US,Standard Class,Medium,6,506.88,-72.22,0.45,2015-09-20,Washington
CA-2016-100495,ZD-21925,Zuschuss Donatelli,Corporate,Furniture,Bookcases,Central,EU,Same Day,Low,12,646.20,192.77,0.10,2016-05-21,Texas
CA-2014-100496,SF-20065,Sandra Flanagan,Corporate,Office Supplies,Paper,West,EU,Same Day,High,4,1038.20,-442.95,0.30,2014-11-18,Florida
CA-2016-100497,SN-20710,Stephanie Phelps,Home Office,Technology,Accessories,Central,LATAM,Second Class,Critical,2,334.84,16.78,0.00,2015-04-13,Florida
CA-2015-100498,EH-13945,Eric Hoffmann,Home Office,Furniture,Bookcases,West,LATAM,Same Day,Low,14,5630.94,-1596.13,0.20,2015-11-22,New York
CA-2014-100499,AA-10315,Alex Avila,Consumer,Office Supplies,Paper,Central,EU,First Class,Medium,12,3567.96,1005.92,0.00,2016-07-02,North Carolina
CA-2016-100500,EB-13870,Emily Burns,Home Office,Furniture,Chairs,Central,LATAM,First Class,Critical,14,3013.22,-961.11,0.30,2016-01-01,North Carolina
CA-2015-100501,EB-13870,Emily Burns,Corporate,Office Supplies,Supplies,East,EU,Standard Class,Low,5,389.75,-167.51,0.30,2014-09-14,California
CA-2016-100502,SO-20335,Sean O'Donnell,Consumer,Office Supplies,Appliances,West,LATAM,Same Day,Medium,3,583.20,-175.38,0.20,2015-09-29,Florida
CA-2014-100503,MA-17560,Matt Abelman,Corporate,Office Supplies,Supplies,West,LATAM,Same Day,High,5,1367.55,-403.01,0.45,2016-09-02,Pennsylvania
CA-2015-100504,TB-21520,Tracy Blumstein,Corporate,Office Supplies,Appliances,East,APAC,Same Day,Critical,1,92.55,16.20,0.20,2014-06-18,New York
CA-2016-100505,LC-16885,Lena Creighton,Consumer,Technology,Phones,West,LATAM,First Class,Critical,11,3070.32,-853.74,0.45,2015-05-03,North Carolina
CA-2014-100506,EB-13870,Emily Burns,Consumer,Technology,Machines,Central,APAC,Standard Class,High,13,6357.00,-2288.99,0.20,2015-08-28,Pennsylvania
CA-2014-100507,BH-11710,Brosina Hoffman,Home Office,Office Supplies,Labels,Central,US,Standard Class,High,6,1253.46,288.05,0.00,2014-09-11,New York
CA-2016-100508,KB-16585,Ken Black,Home Office,Furniture,Bookcases,South,APAC,Standard Class,Critical,9,1497.87,-108.52,0.30,2015-03-09,North Carolina
CA-2014-100509,CG-12520,Claire Gute,Home Office,Office Supplies,Paper,East,APAC,Same Day,High,10,1982.00,-1162.40,0.45,2015-05-16,Texas
CA-2014-100510,RA-19885,Ruben Ausman,Corporate,Office Supplies,Labels,Central,US,First Class,Critical,7,734.09,254.18,0.00,2015-07-03,Washington
CA-2014-100511,RA-19885,Ruben Ausman,Home Office,Technology,Accessories,South,LATAM,Second Class,High,12,5074.44,937.31,0.00,2014-10-07,New York
CA-2015-100512,CV-12805,Cynthia Voltz,Corporate,Office Supplies,Supplies,South,EU,Standard Class,Medium,13,1994.85,-890.34,0.45,2015-03-01,North Carolina
CA-2015-100513,MA-17560,Matt Abelman,Home Office,Furniture,Tables,West,EU,First Class,Critical,5,2344.50,-291.17,0.45,2016-05-23,Texas
CA-2014-100514,PK-19075,Pete Kriz,Home Office,Furniture,Furnishings,East,LATAM,First Class,High,14,3087.28,491.25,0.20,2016-07-22,Texas
CA-2015-100515,AG-10270,Alejandro Grove,Corporate,Technology,Copiers,South,LATAM,Same Day,Low,7,861.35,-150.96,0.10,2014-09-09,Washington
CA-2016-100516,IM-15070,Irene Maddox,Consumer,Office Supplies,Binders,South,US,Standard Class,Low,1,132.91,3.74,0.20,2014-06-30,Illinois
CA-2016-100517,RA-19885,Ruben Ausman,Consumer,Office Supplies,Art,East,US,Standard Class,High,7,3142.30,182.20,0.00,2016-05-09,Ohio
CA-2015-100518,SO-20335,Sean O'Donnell,Home Office,Furniture,Bookcases,East,LATAM,Second Class,Medium,13,5256.03,741.19,0.20,2016-01-25,New York
CA-2015-100519,IM-15070,Irene Maddox,Home Office,Furniture,Furnishings,West,APAC,Same Day,Critical,8,1657.20,-1016.94,0.45,2015-07-01,Washington
